09120409123100023040ANCHETA COOMEVA                       566290      00001000023001485325     0000100002650864236      00001000025501024965     0000100000900974259      0000100002450230011      0000100003990149963      000010000183060785       0000100002000111668      0000100003280544468      0000100006200            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
16120217013100045055MERCADO WORLD VISION                  1023915     000010000360016365       0000100002700773009      0000100003400691217      00001000004502000171     00001000025002001068     0000100001050945089      00001000081002002495     0000100001800132017      0000100003110882445      0000100004950874805      00001000036001016508     0000500001590963766      00001000040501022611     0000100003100            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
09120910013100087100ANCH. COMPENSAR 40                    1589144     000010000570014331       000010000135066099       00001000021001245522     00001000015501485325     00001000026501548343     000020000075051726       00001000126502006180     00001000004132000114     00001000013002000083     00001000035002000097     00001000021502000171     0000100001800570221      000010000264027634       0000100001650107694      00001000014001063808     00001000010501053480     00001000018002005355     00001000042901570438     00001000039501135710     00001000030601548358     0000100000750564262      00002000010502006257     00001000026501058666     00001000029001234569     00003000046312006600     00003000021401139952     0000100001750864236      00001000025501617161     0000100001600566287      00002000027501542746     00002000017002000152     00001000042001623115     00003000008001625251     0000100001000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
09120910013100016000ANCHETA JARDINES 41                   647922      0000100001350633532      0000200001200564262      00001000010502000171     0000100001800566287      00001000027501234569     00001000046312000081     00001000011001589144     0000100005700            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
09120910013100063750MERCADO PANAMERICANA 42               1073043     00001000016001605781     00001000039501016605     00001000006501073311     0000100003560535367      00001000016902002495     000010000105026816       00001000015902000100     00001000014502000114     00002000013002000054     00001000041502000125     0000100001450566500      0000100004350990477      0000100003000647924      0000100010750565882      00001000049901058669     00001000024501582735     00001000045901548343     0000200000750560590      0000100000450560592      00001000006002006586     00003000008001553747     00001000029901226456     000010000295019521       0000100001040535468      000010000185019042       00001000015501063808     00001000010501548359     0000200000750570284      0000100001280570216      00001000014201138025     0000100002630            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
09120910013100070000ANCHETA ARGENTINIDAD 43               1543319     00001000289001543330     00001000055501543329     00001000068001543320     00001000266501543341     0000100026450            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
12121313013100142948ANCH U. MILITAR 1-44                  708104      00001000378551542752     00001000046002007743     00001000186501652278     0000100006620664834      00001000098401532480     00001000063002006283     00001000109001222423     0000100007240523229      0000100006280149962      000010000284084334       0000200006050699283      00001000085001476759     0000100010560742866      0000100003950912965      00001000029001324487     00001000297002004292     0000100004360            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
12121313013100062068ANCH. U. MILITAR 2-45                 1652280     00001000032501485325     0000100003400818656      00001000029001622591     0000100003100831716      0000100003100508782      0000100003300402247      0000100002150508759      000010000510085707       0000100008700764041      00001000038002000171     000010000120013700       00001000027501638440     0000100001300773009      0000100003750779657      00001000033002000085     00001000032002004701     0000100002990647925      00001000029001138211     0000100002450777786      0000100003100            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
12121313013100173331ANCH. U. MILITAR 3-46                 191647      000010003240070534       00001000171001316564     0000100015900981753      0000100014650214125      0000100005900567289      00001000153502000294     00001000466502000297     00001000451001060348     00001000061001375082     00001000172002374        0000100003000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
09121410013100040903ANCH. U. MILITAR 4-47                 690387      0000100008990791435      00001000024901212682     00001000041001485325     000010000265079140       00001000066301616896     00001000029001623566     0000100002550780887      0000100004100427185      00001000030001245522     00001000015502001865     00001000035002001870     0000100002340566290      0000100001990            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000            0000100000000
